"Record ID","Data Resource ID","Dataset name","Licence","Catalog Number","Taxon Concept ID","Scientific Name","Scientific name (intepreted)","Taxon rank","Common name","Kingdom","Phylum","Class","Order","Family","Genus","Species","Subspecies","Institution Code","Collection Code","record _ number","Occurrence status","Longitude - original","Geodetic Datum","Decimal latitude (WGS84)","Decimal latitude (WGS84)","Coordinate uncertainty in metres","OSGR","OSGR 100km","OSGR 10km","OSGR 2km","OSGR 1km","Country","State/Province","Locality","Individual count","Collector","Year","Month","Date","Basis Of Record - original","Basis of record","Sex","Data Resource ID","Dataset name"
"f82c1dc2-20f3-4dcd-9439-c0c2e681da25","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","246413","present","","","51.07129","-1.3013","100.0","SU490304","SU","SU43","SU43V","SU4930","United Kingdom","England","Winnall Moors HWT Reserve, Pond 5","","Smith, M.N.","2003","08","2003-08-09","","","","dr1418","Aquatic Heteroptera Dataset"
"f459247d-6c32-4ff7-b6b6-8b546b50388f","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","297962","present","","","56.11012","-3.18424","100.0","NT264914","NT","NT29","NT29Q","NT2691","United Kingdom","Scotland","Raith Lake, Kirkcaldy","","Huxley, T.","2002","11","2002-11-19","","","","dr1418","Aquatic Heteroptera Dataset"
"abfb2d8e-688a-4b55-b05d-c3dcd5b0086d","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","291983","present","","","53.6832","-0.68649","100.0","SE868215","SE","SE82","SE82Q","SE8621","United Kingdom","England","Alkborough Flats: pond 2 (behind Trent Bank)","","Merritt, R.","2008","10","2008-10-08","","","","dr1418","Aquatic Heteroptera Dataset"
"5ef11926-6e4f-4a3f-bdc1-a8914be327b3","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","241558","present","","","52.43957","-1.53804","1000.0","SP3182","SP","SP38","SP38B","SP3182","United Kingdom","England","The Old Hall, Coundon","","Stevens, W.","1996","12","1996-12-11","","","","dr1418","Aquatic Heteroptera Dataset"
"ed5b364b-d137-41ce-8a62-989919de3eda","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","887","236779","present","","","52.2323","-0.96402","100.0","SP708598","SP","SP75","SP75E","SP7059","United Kingdom","England","Upton Way North, Pineham","","Rowley, K.","2012","09","2012-09-03","","","","dr1418","Aquatic Heteroptera Dataset"
"ecc9f2fe-0220-48b7-b9df-4b9c1eed2fe6","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","281530","present","","","52.87853","-1.31274","100.0","SK463314","SK","SK43","SK43Q","SK4631","United Kingdom","England","Sawley oxbow: west arm","","Merritt, R.","1998","06","1998-06-21","","","","dr1418","Aquatic Heteroptera Dataset"
"b05abd94-fca0-4eaa-a832-211a3c353891","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","286289","present","","","53.49197","-0.62759","100.0","SE911003","SE","SE90","SE90A","SE9100","United Kingdom","England","Kirton Road Fishing Lake, NE of Scotton","","Merritt, R.","2004","05","2004-05-10","","","","dr1418","Aquatic Heteroptera Dataset"
"d20d0596-2f91-42dd-99ad-5b2ac9ba8826","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","241060","present","","","51.03445","-2.89272","1000.0","ST3726","ST","ST32","ST32T","ST3726","United Kingdom","England","West Sedge Moor, Dewlands Farm ditches","","Godfrey, A.","1999","07","1999-07-03","","","","dr1418","Aquatic Heteroptera Dataset"
"f3945751-8e71-432a-8b19-10003b0c2335","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","291700","present","","","53.63232","-0.35233","100.0","TA090163","TA","TA01","TA01Y","TA0916","United Kingdom","England","Thornton Road Pond, Wootton","","Merritt, R.","2004","11","2004-11-01","","","","dr1418","Aquatic Heteroptera Dataset"
"ab64e95b-fffd-4d11-b06e-7b23bff6ba99","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","290151","present","","","53.64754","-1.10969","100.0","SE589171","SE","SE51","SE51Y","SE5817","United Kingdom","England","River Went, Fenwick","","Merritt, R.","2005","10","2005-10-04","","","","dr1418","Aquatic Heteroptera Dataset"
"f6c770d2-fab6-4ac1-a1e3-edbb2fada10c","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","288899","present","","","53.04581","-1.18329","100.0","SK548501","SK","SK55","SK55K","SK5450","United Kingdom","England","River Leen, Papplewick Moor","","Merritt, R.","2001","08","2001-08-14","","","","dr1418","Aquatic Heteroptera Dataset"
"54de6ab1-70d1-4320-abdb-7e37afba9121","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","297390","present","","","56.26695","-2.78382","100.0","NO515085","NO","NO50","NO50E","NO5108","United Kingdom","Scotland","Pittarthie Farm, large pond","","Huxley, T.","2002","12","2002-12-12","","","","dr1418","Aquatic Heteroptera Dataset"
"ecc90641-9ef2-4343-ac6c-3dab24684fca","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","286169","present","","","53.27477","-1.02747","100.0","SK649757","SK","SK67","SK67M","SK6475","United Kingdom","England","River Poulter, West Bridge","","Merritt, R.","2002","09","2002-09-20","","","","dr1418","Aquatic Heteroptera Dataset"
"e99d7a4e-6491-41b6-ba29-8058db20a26e","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","242622","present","","","51.55075","-2.66554","100.0","ST539837","ST","ST58","ST58G","ST5383","United Kingdom","England","ICI Severnside Estate(58), Severn Beach","","Smith, M.N.","2000","06","2000-06-15","","","","dr1418","Aquatic Heteroptera Dataset"
"af8411b7-259e-4103-8c98-fda6ddec4721","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","255153","present","","","50.91854","-0.53679","100.0","TQ029142","TQ","TQ01","TQ01H","TQ0214","United Kingdom","England","Amberley Wild Brooks, ditch 1","","Drake, C.M.","2008","05","2008-05-29","","","","dr1418","Aquatic Heteroptera Dataset"
"d1b3fa85-f45f-451e-83f2-efb01ea1a8de","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","248074","present","","","54.59731","-1.20364","100.0","NZ515227","NZ","NZ52","NZ52B","NZ5122","United Kingdom","England","Saltholme Pools, fen to E, North Tees petrochemica","","Hammond, M.","2006","07","2006-07-19","","","","dr1418","Aquatic Heteroptera Dataset"
"f15d0a4a-103d-45fa-9358-1802d1b63f45","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","298024","present","","","56.17361","-3.46485","100.0","NT091988","NT","NT09","NT09Z","NT0998","United Kingdom","Scotland","Mawmill, Kinross, fishing pond","","Huxley, T.","2002","11","2002-11-16","","","","dr1418","Aquatic Heteroptera Dataset"
"ab1e8572-07c0-4102-822e-4e7823f98321","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","289514","present","","","53.41338","-1.49221","100.0","SK338908","SK","SK39","SK39F","SK3390","United Kingdom","England","Oxspring Dam, Owlerton","","Merritt, R.","2005","10","2005-10-22","","","","dr1418","Aquatic Heteroptera Dataset"
"f6b6d43c-8dcf-4ee7-99b6-10ea9129fe17","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","291371","present","","","53.16983","-1.32156","100.0","SK454638","SK","SK46","SK46L","SK4563","United Kingdom","England","Hardwick Park: Great Pond","","Merritt, R.","2005","08","2005-08-26","","","","dr1418","Aquatic Heteroptera Dataset"
"4de9a8ba-925d-41c3-96dd-8a6027f186b3","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","295235","present","","","52.01206","-0.21579","100.0","TL225363","TL","TL23","TL23I","TL2236","United Kingdom","England","River Ivel, Stotfold South","","BROOKE, S.","2003","12","2003-12-05","","","","dr1418","Aquatic Heteroptera Dataset"
"ea4c4774-6e82-4394-85c4-65ecd16e892d","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","297843","present","","","56.04213","-3.48876","100.0","NT073842","NT","NT08","NT08S","NT0784","United Kingdom","Scotland","Charlestown, Broomhill Estate, curling pond","","Huxley, T.","2002","09","2002-09-19","","","","dr1418","Aquatic Heteroptera Dataset"
"e8ab3942-b411-4d57-802a-adf999091f3e","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","240021","present","","","51.5026","0.2102","1000.0","TQ5380","TQ","TQ58","TQ58F","TQ5380","United Kingdom","England","Rainham Marshes(24)","","Smith, M.N.","1999","06","1999-06-17","","","","dr1418","Aquatic Heteroptera Dataset"
"af3847ca-3318-4952-a1d3-cb792359ea15","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","252327","present","","","51.49484","0.21631","100.0","TQ539796","TQ","TQ57","TQ57J","TQ5379","United Kingdom","England","Aveley Marshes, ditch 5","","Drake, C.M.","2009","05","2009-05-07","","","","dr1418","Aquatic Heteroptera Dataset"
"d11a14b7-7ae1-4efa-a3a9-134466cbda6d","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","887","237735","present","","","52.39169","0.63871","100.0","TL796803","TL","TL78","TL78V","TL7980","United Kingdom","England","Elvedon Forest Lake 7","","Chalkley, A.","2009","07","2009-07-01","","","","dr1418","Aquatic Heteroptera Dataset"
"edce4f14-4fe0-4468-bf14-1918ab19705e","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","241257","present","","","52.44825","-1.46438","1000.0","SP3683","SP","SP38","SP38R","SP3683","United Kingdom","England","Wyken Slough NR","","Stevens, W.","1996","11","1996-11-02","","","","dr1418","Aquatic Heteroptera Dataset"
"aac60000-3390-41bc-a289-564e47f85ce2","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","283163","present","","","53.14956","-1.61345","100.0","SK259614","SK","SK26","SK26K","SK2561","United Kingdom","England","Cambridge Wood, Wensley: pond/1","","Merritt, R.","2000","10","2000-10-16","","","","dr1418","Aquatic Heteroptera Dataset"
"f5f8c643-8823-4c56-a70e-a73da759e39d","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","248617","present","","","52.23649","0.22818","100.0","TL522621","TL","TL56","TL56G","TL5262","United Kingdom","England","Anglesey Abbey, Quy Water","","Warrington, S.","2006","08","2006-08-05","","","","dr1418","Aquatic Heteroptera Dataset"
"4b6ab259-b96a-4161-b38c-7eb4383722ec","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","294794","present","","","52.0665","-0.58272","100.0","SP972418","SP","SP94","SP94Q","SP9741","United Kingdom","England","Marston Thrift Wood, Upper Pond","","BROOKE, S.","2002","12","2002-12-03","","","","dr1418","Aquatic Heteroptera Dataset"
"e938b8b2-63ee-43a4-a33d-909098e6007f","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","283353","present","","","53.21672","-1.07521","100.0","SK618692","SK","SK66","SK66E","SK6169","United Kingdom","England","Birklands & Bilh.: Budby South Forest (pond/1a)","","Merritt, R.","2000","09","2000-09-24","","","","dr1418","Aquatic Heteroptera Dataset"
"e88f2246-9409-4eca-8684-3a6f21157521","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","249347","present","","","51.8849","0.22818","100.0","TL534230","TL","TL52","TL52G","TL5323","United Kingdom","England","Stansted Airport, Balancing Pond A","","Warrington, S.","2006","06","2006-06-22","","","","dr1418","Aquatic Heteroptera Dataset"
"af14d3f2-2900-429e-94d9-68b2d80b8069","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","284361","present","","","52.98254","-0.82105","100.0","SK792434","SK","SK74","SK74W","SK7943","United Kingdom","England","Flawborough (pond/ditch)","","Merritt, R.","1999","05","1999-05-02","","","","dr1418","Aquatic Heteroptera Dataset"
"d102a3ef-3d8e-4669-8251-5ed0f1ac0c1a","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","887","237426","present","","","53.19635","-1.40646","100.0","SK397667","SK","SK36","SK36Y","SK3966","United Kingdom","England","Avenue Washlands NR, Wingerworth: comp. 11 (pond)","","Merritt, R.","2011","07","2011-07-19","","","","dr1418","Aquatic Heteroptera Dataset"
"ec39a9de-4fb0-4ca2-9f44-356a549a1ca5","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","296181","present","","","56.26283","-3.44243","100.0","NO107087","NO","NO10","NO10E","NO1008","United Kingdom","Scotland","Golloch Hill, Kinross","","Huxley, T.","2002","11","2002-11-07","","","","dr1418","Aquatic Heteroptera Dataset"
"aabe5e8d-65a7-40a7-bb9a-f405df9d89c9","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","283531","present","","","53.14668","-0.78366","100.0","SK814617","SK","SK86","SK86A","SK8161","United Kingdom","England","Westfield Lane, Collingham","","Merritt, R.","2000","10","2000-10-01","","","","dr1418","Aquatic Heteroptera Dataset"
"f46874a5-11b5-4569-8820-70ee7f2abcbb","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","252888","present","","","54.85411","-1.49921","100.0","NZ322511","NZ","NZ35","NZ35F","NZ3251","United Kingdom","England","Sedgeletch Sewage Works, Northern ponds","","Hammond, M.","2010","08","2010-08-04","","","","dr1418","Aquatic Heteroptera Dataset"
"332867f6-dce9-48ec-bf3d-b46550aa4d56","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","294335","present","","","52.14059","-0.40063","100.0","TL095503","TL","TL05","TL05V","TL0950","United Kingdom","England","Willington Gravel Pits","","BROOKE, S.","2004","12","2004-12-30","","","","dr1418","Aquatic Heteroptera Dataset"
"e914358d-65fe-41c4-acda-4245d65d7103","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","251269","present","","","54.63078","-3.20437","100.0","NY223268","NY","NY22","NY22I","NY2226","United Kingdom","England","Bassenthwaite Lake, Powterhow Wood","","Lott, D.","2008","09","2008-09-20","","","","dr1418","Aquatic Heteroptera Dataset"
"e8204b47-3e6f-4aaf-b89f-8db7a604511f","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","292557","present","","","53.4707","-0.82413","100.0","SK781977","SK","SK79","SK79Y","SK7897","United Kingdom","England","Ferry Drain, SE of Graiselound","","Merritt, R.","2008","06","2008-06-25","","","","dr1418","Aquatic Heteroptera Dataset"
"aeec0512-2be1-4e7c-9755-b43f36f9a65f","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","283306","present","","","54.29966","-1.84247","100.0","SE103893","SE","SE18","SE18E","SE1089","United Kingdom","England","Leyburn (seasonal pools)","","Merritt, R.","2000","05","2000-05-14","","","","dr1418","Aquatic Heteroptera Dataset"
"d0be8345-875d-4c20-9df8-c5bcd4e12377","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","284840","present","","","53.3363","-0.77827","100.0","SK814828","SK","SK88","SK88B","SK8182","United Kingdom","England","Thornhill Lane (drain), Littleborough","","Merritt, R.","1999","07","1999-07-12","","","","dr1418","Aquatic Heteroptera Dataset"
"ec2307a8-b66a-44b3-a5b5-bcc93ce54c92","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","282466","present","","","52.84588","-1.26574","100.0","SK495278","SK","SK42","SK42Y","SK4927","United Kingdom","England","Kingston Brook, Kingston on Soar","","Merritt, R.","1998","11","1998-11-01","","","","dr1418","Aquatic Heteroptera Dataset"
"aaae4d05-a554-4b27-849f-00742a7297e3","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","252465","present","","","51.17047","-2.46409","100.0","ST676413","ST","ST64","ST64Q","ST6741","United Kingdom","England","River Alham, Higher Alham Farm","","Drake, C.M.","2009","10","2009-10-08","","","","dr1418","Aquatic Heteroptera Dataset"
"f3bf188b-38c7-4c1d-9633-c3afee7c9ec8","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","298732","present","","","51.79465","-0.22873","100.0","TL222121","TL","TL21","TL21G","TL2212","United Kingdom","England","Lemsford Springs","","Nau, B.","1971","08","1971-08-22","","","","dr1418","Aquatic Heteroptera Dataset"
"30395b7f-33cf-4375-bb9f-3f4bf4ce3eb8","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","298892","present","","","51.83579","-0.36863","1000.0","TL1216","TL","TL11","TL11I","TL1216","United Kingdom","England","West Hyde, cress bed","","Nau, B.","1971","12","1971-12-17","","","","dr1418","Aquatic Heteroptera Dataset"
"e8f2fed0-4ced-451f-8f4e-71cdde05e504","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","289000","present","","","53.56748","-1.38618","100.0","SE407080","SE","SE40","SE40E","SE4008","United Kingdom","England","Grimethorpe Colliery Reclamation Site (pond 2)","","Merritt, R.","2005","09","2005-09-28","","","","dr1418","Aquatic Heteroptera Dataset"
"e7f8b836-513d-4272-9a5c-3c396a260232","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","240214","present","","","51.51212","0.18184","1000.0","TQ5181","TQ","TQ58","TQ58A","TQ5181","United Kingdom","England","Rainham Marshes(49)","","Consulting, H.","1999","06","1999-06-15","","","","dr1418","Aquatic Heteroptera Dataset"
"ae289157-f641-40d9-ab0f-cb31dba46e0b","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","247481","present","","","52.30637","0.28889","100.0","TL561700","TL","TL57","TL57Q","TL5670","United Kingdom","England","Wicken Fen, Bakers Fen, Cmpt 101, New Pond","","Warrington, S.","2007","05","2007-05-15","","","","dr1418","Aquatic Heteroptera Dataset"
"cdb86223-60fd-4634-abc6-f0c94137798b","dr1418","Aquatic Heteroptera Dataset","CC0","","NHMSYS0020309829","Sigara (Sigara) dorsalis","Sigara (Sigara) dorsalis","species","","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara dorsalis","","Aquatic Heteroptera Recording Scheme","891","252632","present","","","54.53552","-1.23729","100.0","NZ494158","NZ","NZ41","NZ41X","NZ4915","United Kingdom","England","Natures World, Middlesbrough, River Tees model","","Hammond, M.","2009","07","2009-07-08","","","","dr1418","Aquatic Heteroptera Dataset"
