x,y,species cloglog values
137.0,137.0,0.0055687116
138.0,138.0,0.3572675
139.0,139.0,0.15903616
140.0,140.0,0.13150002
141.0,141.0,6.9999206E-4
142.0,142.0,0.02204752
143.0,143.0,0.17268047
144.0,144.0,0.0414542
145.0,145.0,0.0010817016
146.0,146.0,0.1985084
147.0,147.0,0.5579316
148.0,148.0,0.001916055
149.0,149.0,0.34478873
150.0,150.0,0.024267249
151.0,151.0,0.068022445
152.0,152.0,0.015882377
153.0,153.0,0.022533447
154.0,154.0,0.06549102
155.0,155.0,0.06674102
156.0,156.0,0.004705105
157.0,157.0,0.051503144
158.0,158.0,0.422383
159.0,159.0,0.35245758
160.0,160.0,0.13675353
161.0,161.0,0.006247434
162.0,162.0,0.19945283
163.0,163.0,0.6541927
164.0,164.0,0.19542584
165.0,165.0,0.7792931
166.0,166.0,0.18482095
167.0,167.0,7.9612224E-4
168.0,168.0,0.01718353
169.0,169.0,0.79343945
170.0,170.0,0.20470895
171.0,171.0,0.0046552373
172.0,172.0,0.48214343
173.0,173.0,0.03897332
174.0,174.0,0.23854889
175.0,175.0,0.56587356
176.0,176.0,0.65971136
177.0,177.0,0.43294215
178.0,178.0,0.056031093
179.0,179.0,0.008342515
180.0,180.0,0.090267815
181.0,181.0,0.09363877
182.0,182.0,0.3530027
183.0,183.0,0.033113346
184.0,184.0,0.0010891737
185.0,185.0,0.14271735
186.0,186.0,0.73080397
187.0,187.0,0.97454363
188.0,188.0,0.3164063
189.0,189.0,0.78019583
190.0,190.0,0.005050049
191.0,191.0,0.46985203
192.0,192.0,0.028212028
193.0,193.0,0.4790859
194.0,194.0,0.759564
195.0,195.0,0.4760043
196.0,196.0,0.12868458
197.0,197.0,0.017442338
198.0,198.0,0.64243096
199.0,199.0,0.7048886
200.0,200.0,0.050132666
201.0,201.0,0.118186645
202.0,202.0,0.009975387
203.0,203.0,0.3401827
204.0,204.0,0.015400951
205.0,205.0,0.42922774
206.0,206.0,0.15915303
207.0,207.0,0.056729995
208.0,208.0,0.3200457
209.0,209.0,0.17350116
210.0,210.0,0.48313475
211.0,211.0,0.0026233003
212.0,212.0,0.03439529
213.0,213.0,0.13051726
214.0,214.0,0.42796573
215.0,215.0,0.02803957
216.0,216.0,0.7923951
217.0,217.0,0.012197081
218.0,218.0,0.40420148
219.0,219.0,9.3009474E-4
220.0,220.0,0.17870343
221.0,221.0,0.0010534399
222.0,222.0,0.6574826
223.0,223.0,0.79820293
224.0,224.0,0.2452177
225.0,225.0,0.25760502
226.0,226.0,0.0040750727
227.0,227.0,0.04532345
228.0,228.0,0.017162047
229.0,229.0,0.030181069
230.0,230.0,0.4271815
231.0,231.0,0.40351295
232.0,232.0,0.003426343
233.0,233.0,0.022350635
234.0,234.0,0.2511637
235.0,235.0,0.006646355
236.0,236.0,0.23548305
237.0,237.0,0.0763537
238.0,238.0,0.65547895
239.0,239.0,0.010522096
240.0,240.0,0.24871239
241.0,241.0,0.0039390875
242.0,242.0,0.039164238
243.0,243.0,0.01476681
244.0,244.0,0.19665772
245.0,245.0,0.09326365
246.0,246.0,0.20306358
247.0,247.0,0.7908729
248.0,248.0,0.4936651
249.0,249.0,0.1017278
250.0,250.0,0.31204578
251.0,251.0,0.6825894
252.0,252.0,0.12449046
253.0,253.0,0.48558044
254.0,254.0,0.18689594
255.0,255.0,0.4102731
256.0,256.0,0.1695707
257.0,257.0,0.006718828
258.0,258.0,0.3424122
259.0,259.0,0.6279482
260.0,260.0,0.45481896
261.0,261.0,0.6604542
262.0,262.0,9.904709E-4
263.0,263.0,0.0043430137
264.0,264.0,0.2522475
265.0,265.0,0.20885341
266.0,266.0,0.009916576
267.0,267.0,0.2472252
268.0,268.0,0.0024784796
269.0,269.0,0.022519466
270.0,270.0,0.48960522
271.0,271.0,0.057650894
272.0,272.0,0.001164673
273.0,273.0,0.030442784
274.0,274.0,0.4478429
275.0,275.0,0.46893787
276.0,276.0,0.90512663
277.0,277.0,0.3147027
278.0,278.0,0.20507321
279.0,279.0,0.19550076
280.0,280.0,0.52839583
281.0,281.0,0.09739777
282.0,282.0,0.07902114
283.0,283.0,0.4568705
284.0,284.0,0.21554385
285.0,285.0,0.34212133
286.0,286.0,0.2154646
287.0,287.0,0.20442304
288.0,288.0,0.12557596
289.0,289.0,0.45111367
290.0,290.0,0.6192912
291.0,291.0,0.012930413
292.0,292.0,0.15070735
293.0,293.0,0.19634743
294.0,294.0,0.13088752
295.0,295.0,0.32720304
296.0,296.0,0.0158148
297.0,297.0,0.050791595
298.0,298.0,0.8154482
299.0,299.0,0.20219328
300.0,300.0,0.011995456
301.0,301.0,0.55231327
302.0,302.0,0.24989747
303.0,303.0,0.57436043
304.0,304.0,0.89422834
305.0,305.0,0.3140493
306.0,306.0,0.32074666
307.0,307.0,0.27196723
308.0,308.0,0.23649494
309.0,309.0,0.5928823
310.0,310.0,0.114713326
311.0,311.0,0.6530993
312.0,312.0,0.36702672
313.0,313.0,0.026291847
314.0,314.0,0.30508217
315.0,315.0,0.29927093
316.0,316.0,0.010223248
317.0,317.0,0.0063734464
318.0,318.0,0.3196942
319.0,319.0,0.35073406
320.0,320.0,6.0731376E-4
321.0,321.0,0.002966063
322.0,322.0,0.10224082
323.0,323.0,0.084820844
324.0,324.0,0.68226284
325.0,325.0,0.22484294
326.0,326.0,8.27791E-4
327.0,327.0,0.017187266
328.0,328.0,0.0020828254
329.0,329.0,0.28508675
330.0,330.0,0.2803565
331.0,331.0,0.44788337
332.0,332.0,0.67118883
333.0,333.0,0.25492463
334.0,334.0,0.49761963
335.0,335.0,0.09570767
336.0,336.0,0.25991955
337.0,337.0,0.44562683
338.0,338.0,0.0090072295
339.0,339.0,0.65444446
340.0,340.0,0.0067781964
341.0,341.0,0.41215685
342.0,342.0,0.09863574
343.0,343.0,0.69187057
344.0,344.0,0.0277275
345.0,345.0,0.34620818
346.0,346.0,0.062427625
347.0,347.0,0.019955896
348.0,348.0,0.48004296
349.0,349.0,0.24194233
350.0,350.0,0.32163972
351.0,351.0,0.1748423
352.0,352.0,0.5230684
353.0,353.0,0.045770492
354.0,354.0,0.023079777
355.0,355.0,0.052528407
356.0,356.0,0.3795372
357.0,357.0,0.043593936
358.0,358.0,0.7720458
359.0,359.0,0.08513222
360.0,360.0,0.40992057
361.0,361.0,0.009170498
362.0,362.0,0.7440086
363.0,363.0,0.051621545
364.0,364.0,0.02517512
365.0,365.0,0.014999803
366.0,366.0,0.0860027
367.0,367.0,0.96041584
368.0,368.0,0.102988854
369.0,369.0,0.19247594
370.0,370.0,0.46964344
371.0,371.0,0.14646706
372.0,372.0,0.6650474
373.0,373.0,0.23244268
374.0,374.0,0.18160017
375.0,375.0,0.17941861
376.0,376.0,0.5599631
377.0,377.0,0.5285483
378.0,378.0,0.77862304
379.0,379.0,0.27630463
380.0,380.0,0.7906915
381.0,381.0,0.0567467
382.0,382.0,0.3336952
383.0,383.0,0.88067114
384.0,384.0,0.002674435
385.0,385.0,0.6036647
386.0,386.0,0.028536785
387.0,387.0,0.150074
388.0,388.0,0.07784574
389.0,389.0,0.7462133
390.0,390.0,0.47519174
391.0,391.0,0.5274847
392.0,392.0,0.3483112
393.0,393.0,0.26243997
394.0,394.0,0.011389737
395.0,395.0,0.019457413
396.0,396.0,0.46586707
397.0,397.0,0.018653722
398.0,398.0,0.022390027
399.0,399.0,0.2896551
400.0,400.0,0.07057792
401.0,401.0,0.038172152
402.0,402.0,0.61871696
403.0,403.0,0.87615556
404.0,404.0,0.1504931
405.0,405.0,0.017372746
406.0,406.0,0.54524237
407.0,407.0,0.0039683054
408.0,408.0,0.0018728502
409.0,409.0,0.48099238
410.0,410.0,0.13617238
411.0,411.0,0.04357536
412.0,412.0,0.1226196
413.0,413.0,0.46793896
414.0,414.0,0.17727193
415.0,415.0,0.017635025
416.0,416.0,0.10398177
417.0,417.0,0.26852763
418.0,418.0,0.33709615
419.0,419.0,0.11714492
420.0,420.0,0.35794607
421.0,421.0,0.32567856
422.0,422.0,0.28230134
423.0,423.0,0.43411362
424.0,424.0,0.0074728155
425.0,425.0,0.4243049
426.0,426.0,0.057442084
427.0,427.0,0.22723258
428.0,428.0,0.33246115
429.0,429.0,0.39978948
430.0,430.0,0.3994476
431.0,431.0,0.003926018
432.0,432.0,0.10974494
433.0,433.0,0.109805614
434.0,434.0,0.13985446
435.0,435.0,0.050644986
436.0,436.0,0.0357855
437.0,437.0,0.8463351
438.0,438.0,0.5356913
439.0,439.0,0.40337428
440.0,440.0,0.010563766
441.0,441.0,0.15265606
442.0,442.0,0.86933345
443.0,443.0,0.5147769
444.0,444.0,0.8436801
445.0,445.0,0.061921887
446.0,446.0,0.32101372
447.0,447.0,0.28453314
448.0,448.0,0.0034451291
449.0,449.0,0.102350384
450.0,450.0,0.0015644147
451.0,451.0,0.5080073
452.0,452.0,1.6273413E-4
453.0,453.0,0.31899565
454.0,454.0,0.6883202
455.0,455.0,0.11693171
456.0,456.0,0.29234725
457.0,457.0,0.11535641
458.0,458.0,0.7651487
459.0,459.0,0.2798362
460.0,460.0,0.3644246
461.0,461.0,0.45240837
462.0,462.0,0.26783514
463.0,463.0,0.009417703
464.0,464.0,0.069055736
465.0,465.0,0.45923883
466.0,466.0,7.916303E-4
467.0,467.0,0.43309715
468.0,468.0,0.3174247
469.0,469.0,0.681404
470.0,470.0,0.29495305
471.0,471.0,0.4084962
472.0,472.0,0.04081804
473.0,473.0,0.6413703
474.0,474.0,0.02224125
475.0,475.0,0.7091607
476.0,476.0,0.11555916
477.0,477.0,0.0202224
478.0,478.0,0.07758
479.0,479.0,0.17559111
480.0,480.0,0.35097313
481.0,481.0,0.064489596
482.0,482.0,0.01870259
483.0,483.0,0.08083218
484.0,484.0,0.4874264
485.0,485.0,0.023933114
486.0,486.0,0.14746565
487.0,487.0,0.3429503
488.0,488.0,0.26665214
489.0,489.0,0.44412437
490.0,490.0,0.002767286
491.0,491.0,0.048926223
492.0,492.0,0.0056495816
493.0,493.0,0.63199925
494.0,494.0,0.1807637
495.0,495.0,0.31557307
496.0,496.0,0.24596576
497.0,497.0,0.3689891
498.0,498.0,0.6327198
499.0,499.0,0.10300548
500.0,500.0,0.37534153
501.0,501.0,0.7415075
502.0,502.0,0.9270291
503.0,503.0,0.17640954
504.0,504.0,0.84585536
505.0,505.0,0.6849211
506.0,506.0,0.49958098
507.0,507.0,0.29758665
508.0,508.0,0.27639148
509.0,509.0,0.023145739
510.0,510.0,0.39273712
511.0,511.0,0.3837049
512.0,512.0,0.15224352
513.0,513.0,0.5484998
514.0,514.0,0.23929581
515.0,515.0,0.67393076
516.0,516.0,0.08288906
517.0,517.0,0.32404605
518.0,518.0,0.3056719
519.0,519.0,0.10997414
520.0,520.0,0.00463363
521.0,521.0,0.0024808194
522.0,522.0,0.75218195
523.0,523.0,0.18384002
524.0,524.0,0.25784728
525.0,525.0,0.0036869603
526.0,526.0,0.49410415
527.0,527.0,0.005048723
528.0,528.0,0.20213525
529.0,529.0,0.33807954
530.0,530.0,0.27699974
531.0,531.0,0.12153797
532.0,532.0,0.24544796
533.0,533.0,0.9558467
534.0,534.0,0.7757311
535.0,535.0,0.0024485902
536.0,536.0,0.37132362
537.0,537.0,0.00342168
538.0,538.0,0.07075452
539.0,539.0,0.75460464
540.0,540.0,0.6069028
541.0,541.0,0.6355049
542.0,542.0,0.11284093
543.0,543.0,0.40932068
544.0,544.0,0.17766048
545.0,545.0,0.2096539
546.0,546.0,0.055350468
547.0,547.0,0.012917821
548.0,548.0,0.0013040068
549.0,549.0,0.43481076
550.0,550.0,0.34129444
551.0,551.0,0.07817198
552.0,552.0,0.013418878
553.0,553.0,0.21027596
554.0,554.0,0.010687399
555.0,555.0,0.001512707
556.0,556.0,0.012658384
557.0,557.0,0.38913098
558.0,558.0,0.5062374
559.0,559.0,0.4771131
560.0,560.0,0.17359115
561.0,561.0,0.092361435
562.0,562.0,0.53711057
563.0,563.0,0.09195199
564.0,564.0,0.53255427
565.0,565.0,0.20447534
566.0,566.0,0.01587767
567.0,567.0,0.7502908
568.0,568.0,0.092132494
569.0,569.0,0.31329182
570.0,570.0,0.16813068
571.0,571.0,0.0071998127
572.0,572.0,0.089330524
573.0,573.0,0.30706307
574.0,574.0,0.37878534
575.0,575.0,0.07634517
576.0,576.0,0.33117434
577.0,577.0,0.19606915
578.0,578.0,0.14405547
579.0,579.0,0.07777813
580.0,580.0,0.9545239
581.0,581.0,0.0101239905
582.0,582.0,0.14215332
583.0,583.0,0.4520743
584.0,584.0,0.115791894
585.0,585.0,0.13690834
586.0,586.0,0.0069932854
587.0,587.0,0.26827762
588.0,588.0,0.57471716
589.0,589.0,0.13960017
590.0,590.0,0.098589115
591.0,591.0,0.32722357
592.0,592.0,0.011793619
593.0,593.0,0.5198359
594.0,594.0,0.26653528
595.0,595.0,0.32269984
596.0,596.0,0.23839696
597.0,597.0,0.030054206
598.0,598.0,0.08986118
599.0,599.0,0.31525177
600.0,600.0,0.003705331
601.0,601.0,0.73053575
602.0,602.0,0.61729866
603.0,603.0,0.011589919
604.0,604.0,0.0026791417
605.0,605.0,0.16072404
606.0,606.0,0.33600536
607.0,607.0,0.22287808
608.0,608.0,0.036801066
609.0,609.0,0.35526145
610.0,610.0,0.12810883
611.0,611.0,0.16898851
612.0,612.0,0.14943765
613.0,613.0,0.8539485
614.0,614.0,0.41573703
615.0,615.0,4.4272572E-4
616.0,616.0,0.36933598
617.0,617.0,0.0036620188
618.0,618.0,0.43037695
619.0,619.0,0.02461147
620.0,620.0,0.0056103263
621.0,621.0,0.79992044
622.0,622.0,0.11207709
623.0,623.0,0.43477088
624.0,624.0,0.18157065
625.0,625.0,0.20629719
626.0,626.0,0.27104598
627.0,627.0,0.24622265
628.0,628.0,0.39651167
629.0,629.0,0.8833017
630.0,630.0,0.07036193
631.0,631.0,0.65195566
632.0,632.0,0.16262145
633.0,633.0,0.008497446
634.0,634.0,0.24904145
635.0,635.0,0.076409705
636.0,636.0,0.29963145
637.0,637.0,0.0056329607
638.0,638.0,0.0071182703
639.0,639.0,0.7493331
640.0,640.0,0.2198484
641.0,641.0,0.13927837
642.0,642.0,0.45581347
643.0,643.0,0.4378947
644.0,644.0,0.29063988
645.0,645.0,0.007990837
646.0,646.0,0.123291165
647.0,647.0,0.14295997
648.0,648.0,0.3207563
649.0,649.0,0.011779548
650.0,650.0,0.31439477
651.0,651.0,0.4030369
652.0,652.0,0.4373447
653.0,653.0,0.28624383
654.0,654.0,0.2967352
655.0,655.0,0.19486482
656.0,656.0,0.70507133
657.0,657.0,0.69020736
658.0,658.0,0.73010784
659.0,659.0,0.3295425
660.0,660.0,0.31896856
661.0,661.0,0.08462905
662.0,662.0,0.6522371
663.0,663.0,0.21182577
664.0,664.0,0.094128415
665.0,665.0,0.6678277
666.0,666.0,0.9081493
667.0,667.0,0.582267
668.0,668.0,0.58809537
669.0,669.0,0.068095505
670.0,670.0,0.024138214
671.0,671.0,0.043286413
672.0,672.0,0.1555977
673.0,673.0,0.22856478
674.0,674.0,0.04000225
675.0,675.0,0.10753434
676.0,676.0,0.0015050286
677.0,677.0,0.324663
678.0,678.0,0.75233907
679.0,679.0,0.37658545
680.0,680.0,0.14479434
681.0,681.0,0.41850418
682.0,682.0,0.041532222
683.0,683.0,0.7149403
684.0,684.0,0.28128332
685.0,685.0,0.59396327
686.0,686.0,0.033540636
687.0,687.0,0.4841275
688.0,688.0,0.042628802
689.0,689.0,0.11411099
690.0,690.0,0.010368537
691.0,691.0,0.5196381
692.0,692.0,0.7515394
693.0,693.0,0.057282127
694.0,694.0,0.10108243
695.0,695.0,0.00838905
696.0,696.0,0.2932267
697.0,697.0,0.46043092
698.0,698.0,0.44133145
699.0,699.0,0.36646304
700.0,700.0,0.0662696
701.0,701.0,0.32727373
702.0,702.0,0.40507758
703.0,703.0,0.63602346
704.0,704.0,0.22788893
705.0,705.0,0.4580224
706.0,706.0,0.5177884
707.0,707.0,0.9055386
708.0,708.0,0.2879337
709.0,709.0,0.42564794
710.0,710.0,0.0024343955
711.0,711.0,0.46759227
712.0,712.0,0.5525438
713.0,713.0,0.31351864
714.0,714.0,0.10290293
715.0,715.0,0.008339658
716.0,716.0,0.46062854
717.0,717.0,0.30540928
718.0,718.0,0.55643773
719.0,719.0,0.10300799
720.0,720.0,0.6191728
721.0,721.0,0.31849968
722.0,722.0,0.22467236
723.0,723.0,0.031159677
724.0,724.0,0.17218618
725.0,725.0,0.77737886
726.0,726.0,0.08814842
727.0,727.0,0.5553995
728.0,728.0,0.33490103
729.0,729.0,0.11302764
730.0,730.0,0.06686914
731.0,731.0,0.18917681
732.0,732.0,0.5020612
733.0,733.0,0.657196
734.0,734.0,0.3621585
735.0,735.0,0.5733439
736.0,736.0,0.0020555966
737.0,737.0,0.0015264327
738.0,738.0,0.31762716
739.0,739.0,0.53145176
740.0,740.0,0.15915225
741.0,741.0,0.0041494705
742.0,742.0,8.790232E-4
743.0,743.0,0.51793826
744.0,744.0,0.32435098
745.0,745.0,0.0034640976
746.0,746.0,0.01586097
747.0,747.0,0.1636102
748.0,748.0,0.023523921
749.0,749.0,0.006866926
750.0,750.0,0.28518
751.0,751.0,0.3679584
752.0,752.0,0.105322495
753.0,753.0,0.41502953
754.0,754.0,0.4292608
755.0,755.0,0.008184672
756.0,756.0,0.33927533
757.0,757.0,0.4565552
758.0,758.0,0.10862984
759.0,759.0,0.08681293
760.0,760.0,0.010962065
761.0,761.0,0.4023383
762.0,762.0,0.05998061
763.0,763.0,0.5398218
764.0,764.0,0.08698661
765.0,765.0,0.023552194
766.0,766.0,0.26842156
767.0,767.0,0.013456648
768.0,768.0,0.23426943
769.0,769.0,0.27816692
770.0,770.0,0.24974452
771.0,771.0,0.029061116
772.0,772.0,0.03942002
773.0,773.0,0.9140379
774.0,774.0,0.10568495
775.0,775.0,0.031211104
776.0,776.0,0.32048932
777.0,777.0,0.4116815
778.0,778.0,0.47012144
779.0,779.0,0.04200547
780.0,780.0,0.060198504
781.0,781.0,0.70720536
782.0,782.0,0.029324781
783.0,783.0,0.7376895
784.0,784.0,0.3544933
785.0,785.0,0.46284693
786.0,786.0,0.239594
787.0,787.0,0.7608274
788.0,788.0,0.050535925
789.0,789.0,0.0072429427
790.0,790.0,0.10007696
791.0,791.0,7.4385136E-4
792.0,792.0,0.72037417
793.0,793.0,0.1779
794.0,794.0,0.030318676
795.0,795.0,0.0031639372
796.0,796.0,0.094727136
797.0,797.0,0.022901447
798.0,798.0,0.2971715
799.0,799.0,0.23170476
800.0,800.0,0.0025085341
801.0,801.0,0.1808465
802.0,802.0,0.29483813
803.0,803.0,0.49931726
804.0,804.0,0.0021028104
805.0,805.0,0.31892022
806.0,806.0,0.31799155
807.0,807.0,0.1894037
808.0,808.0,0.8343424
809.0,809.0,0.3989386
810.0,810.0,0.0024366418
811.0,811.0,0.025458077
812.0,812.0,0.0083634835
813.0,813.0,0.056349862
814.0,814.0,0.068035275
815.0,815.0,0.03522067
816.0,816.0,0.22262071
817.0,817.0,0.15572357
818.0,818.0,0.29992
819.0,819.0,0.8256765
820.0,820.0,0.40510193
821.0,821.0,0.7756533
822.0,822.0,0.14007045
823.0,823.0,0.47685736
824.0,824.0,0.8294237
825.0,825.0,0.15455198
826.0,826.0,0.47851473
827.0,827.0,0.69497293
828.0,828.0,0.0057174275
829.0,829.0,0.029109925
830.0,830.0,0.07392099
831.0,831.0,0.005323354
832.0,832.0,0.30593494
833.0,833.0,0.26005206
834.0,834.0,0.066179894
835.0,835.0,0.08961617
836.0,836.0,0.89904606
837.0,837.0,0.13405718
838.0,838.0,0.23578681
839.0,839.0,0.25357765
840.0,840.0,0.27154362
841.0,841.0,0.0150662465
842.0,842.0,0.114818804
843.0,843.0,0.41564888
844.0,844.0,0.49661568
845.0,845.0,0.0077655907
846.0,846.0,0.20532386
847.0,847.0,0.6540014
848.0,848.0,0.16305736
849.0,849.0,0.050538257
850.0,850.0,0.004523181
851.0,851.0,0.41906238
852.0,852.0,0.14454202
853.0,853.0,0.01677221
854.0,854.0,0.1450545
855.0,855.0,0.4193608
856.0,856.0,0.16452761
857.0,857.0,0.577462
858.0,858.0,0.8022291
859.0,859.0,0.42048147
860.0,860.0,0.3161645
861.0,861.0,0.012681789
862.0,862.0,0.08623811
863.0,863.0,0.11499445
864.0,864.0,0.18454936
865.0,865.0,2.6904332E-4
866.0,866.0,0.45560166
867.0,867.0,0.3827262
868.0,868.0,0.28350466
869.0,869.0,0.28636214
870.0,870.0,0.0038112819
871.0,871.0,0.35538507
872.0,872.0,0.019816179
873.0,873.0,0.51931816
874.0,874.0,0.06026715
875.0,875.0,0.0029949183
876.0,876.0,0.10932592
877.0,877.0,0.3957689
878.0,878.0,0.1746121
879.0,879.0,0.0064646434
880.0,880.0,0.2799015
881.0,881.0,0.1776515
882.0,882.0,0.15131724
883.0,883.0,0.06033581
884.0,884.0,0.9488883
885.0,885.0,0.17935432
886.0,886.0,0.51133204
887.0,887.0,0.24659228
888.0,888.0,0.019304654
889.0,889.0,0.42442152
890.0,890.0,0.40787625
891.0,891.0,0.011743022
892.0,892.0,0.12744409
893.0,893.0,0.16305362
894.0,894.0,0.46719322
895.0,895.0,0.14217778
896.0,896.0,0.12029474
897.0,897.0,0.00509888
898.0,898.0,0.30543575
899.0,899.0,0.021839494
900.0,900.0,0.4414932
901.0,901.0,0.01909135
902.0,902.0,0.9353984
903.0,903.0,0.1519687
904.0,904.0,0.04157795
905.0,905.0,0.0022895872
906.0,906.0,0.6566098
907.0,907.0,0.23988986
908.0,908.0,0.68259
909.0,909.0,0.32839218
910.0,910.0,0.97058064
911.0,911.0,0.084912986
912.0,912.0,0.14421077
913.0,913.0,0.013632653
914.0,914.0,0.018249324
915.0,915.0,0.010671894
916.0,916.0,0.89858365
917.0,917.0,0.38223845
918.0,918.0,0.23000792
919.0,919.0,0.007826156
920.0,920.0,0.71072614
921.0,921.0,0.19652574
922.0,922.0,0.19181922
923.0,923.0,0.2742147
924.0,924.0,0.40445736
925.0,925.0,0.5514606
926.0,926.0,0.9558954
927.0,927.0,0.0020528845
928.0,928.0,0.2144516
929.0,929.0,0.8118082
930.0,930.0,0.20659932
931.0,931.0,0.19819506
932.0,932.0,0.8547938
933.0,933.0,0.1458423
934.0,934.0,0.308898
935.0,935.0,0.2991332
936.0,936.0,0.21023022
937.0,937.0,0.014849643
938.0,938.0,8.936868E-4
939.0,939.0,0.7423635
940.0,940.0,0.2922417
941.0,941.0,0.34487572
942.0,942.0,0.7228682
943.0,943.0,0.4251066
944.0,944.0,0.2343891
945.0,945.0,0.0071153142
946.0,946.0,0.323251
947.0,947.0,0.045354847
948.0,948.0,0.35942185
949.0,949.0,0.04379434
950.0,950.0,0.11182347
951.0,951.0,0.008145484
952.0,952.0,0.72952867
953.0,953.0,0.3103553
954.0,954.0,0.59581405
955.0,955.0,0.14978722
956.0,956.0,0.0026112713
957.0,957.0,0.051286023
958.0,958.0,0.28515124
959.0,959.0,0.005092509
960.0,960.0,0.06009124
961.0,961.0,0.19032823
962.0,962.0,0.07555456
963.0,963.0,0.19805865
964.0,964.0,0.05284725
965.0,965.0,0.29799014
966.0,966.0,0.39355707
967.0,967.0,0.018871618
968.0,968.0,0.4102123
969.0,969.0,0.004468744
970.0,970.0,0.35008428
971.0,971.0,0.13121362
972.0,972.0,0.016104909
973.0,973.0,0.02303315
974.0,974.0,0.39098632
975.0,975.0,0.109527774
976.0,976.0,0.35942233
977.0,977.0,0.6308749
978.0,978.0,0.34527126
979.0,979.0,0.035730626
980.0,980.0,0.8229781
981.0,981.0,0.24248226
982.0,982.0,0.39637673
983.0,983.0,0.18424611
984.0,984.0,0.020748574
985.0,985.0,0.51662844
986.0,986.0,0.17347777
987.0,987.0,0.5580451
988.0,988.0,0.11236497
989.0,989.0,0.6114677
990.0,990.0,0.008133728
991.0,991.0,0.83627623
992.0,992.0,0.88867843
