Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.39414E-8,0.000001394,0.000071363,1,0,0
1.56098E-8,0.000002955,0.000079903,0.999901147,0,0
2.95221E-8,0.000011634,0.000151111,0.999505733,0,0
3.56614E-8,0.000025227,0.000182532,0.99911032,0,0
4.19869E-8,0.000053207,0.000214906,0.998418347,0,0
5.26272E-8,0.000100402,0.00026936,0.997429814,0,0
7.0093E-8,0.000251187,0.000358739,0.995057335,0,0
8.61828E-8,0.000500792,0.000441069,0.991894029,0,0
1.13309E-7,0.00100119,0.000579853,0.986951364,0,0
1.79314E-7,0.002512516,0.000917478,0.976868327,0,0
2.61752E-7,0.005014437,0.001339,0.965500198,0,0
3.94802E-7,0.010014645,0.002018934,0.950177936,0,0
7.45064E-7,0.025000606,0.003806684,0.923685251,0.001618123,0
1.26078E-6,0.050025706,0.006433081,0.898873072,0.001618123,0
2.17447E-6,0.100157893,0.011069295,0.869711348,0.001618123,0
3.65857E-6,0.200326881,0.01855378,0.835409253,0.001618123,0
5.14682E-6,0.300448632,0.026002314,0.812672993,0.001618123,0
6.43301E-6,0.400193376,0.032393963,0.795670225,0.001618123,0
7.74668E-6,0.500746568,0.038878954,0.78173191,0.001618123,0
9.10113E-6,0.60034045,0.045519671,0.769968367,0.003236246,0
1.03257E-5,0.700713789,0.051484002,0.759786477,0.003236246,0
1.07614E-5,0.750332209,0.053597441,0.755140372,0.004854369,0
1.14622E-5,0.80052734,0.056986516,0.750691973,0.004854369,0
1.26172E-5,0.90049851,0.062545212,0.742487149,0.004854369,0
1.36764E-5,1.000606266,0.067614604,0.734974298,0.004854369,0
1.46052E-5,1.101122285,0.072036917,0.727955714,0.006472492,0
1.57017E-5,1.201182475,0.077230837,0.721431396,0.006472492,0
1.67155E-5,1.301528808,0.082007532,0.715302491,0.006472492,0
1.75298E-5,1.400990862,0.085825794,0.709569,0.006472492,0
1.82224E-5,1.501165365,0.0890612,0.704033215,0.006472492,0
1.99871E-5,1.750919091,0.097253119,0.691083432,0.006472492,0
2.13785E-5,2.002055613,0.103660143,0.679122183,0.006472492,0
2.26348E-5,2.251010573,0.109405979,0.66795176,0.008090615,0
2.40695E-5,2.501224641,0.115922441,0.657374456,0.009708738,0
2.53694E-5,2.751497835,0.121785751,0.647390273,0.011326861,0
2.68599E-5,3.001904674,0.128460999,0.637900356,0.014563107,0
2.79501E-5,3.251184663,0.133311135,0.628904705,0.017799353,0
2.90784E-5,3.502319414,0.138302547,0.620205615,0.021035599,0
3.03409E-5,3.752375393,0.143853242,0.611901938,0.022653722,0
3.17539E-5,4.000864909,0.150023648,0.603993673,0.024271845,0
3.28848E-5,4.250043426,0.154929835,0.596381969,0.027508091,0
3.41088E-5,4.501786625,0.160208167,0.588967972,0.027508091,0
3.52311E-5,4.751358039,0.165019113,0.581850534,0.03236246,0
3.62477E-5,5.001391837,0.169352785,0.574930803,0.033980583,0
3.74395E-5,5.252162287,0.174405179,0.568208778,0.035598706,0
3.83425E-5,5.502360743,0.178212551,0.56168446,0.037216828,0
3.95456E-5,5.751662041,0.18325803,0.555357849,0.038834951,0
4.0698E-5,6.000249199,0.188061857,0.549228944,0.040453074,0
4.20689E-5,6.252913177,0.193739836,0.543198893,0.046925566,0
4.30143E-5,6.504024383,0.197632442,0.537366548,0.048543689,0
4.40119E-5,6.752388253,0.201719409,0.53173191,0.050161812,0
4.5331E-5,7.002142605,0.20709143,0.526196125,0.055016181,0
4.63991E-5,7.254369186,0.21141476,0.520759193,0.055016181,0
4.77332E-5,7.503863483,0.216781881,0.515519968,0.055016181,0
4.85446E-5,7.754111387,0.220028333,0.510379597,0.055016181,0
4.94771E-5,8.004094354,0.223742698,0.505338078,0.058252427,0
5.02489E-5,8.253498531,0.226803339,0.500395413,0.061488673,0
5.12247E-5,8.502247022,0.230655975,0.495551601,0.064724919,0
5.22061E-5,8.750813364,0.234511046,0.490806643,0.069579288,0
5.33584E-5,9.004359646,0.239013322,0.486061684,0.069579288,0
5.43212E-5,9.252367256,0.242754498,0.481514433,0.071197411,0
5.52518E-5,9.504553184,0.246353054,0.476967181,0.072815534,0
5.63717E-5,9.750067598,0.250661204,0.472617635,0.077669903,0
5.74195E-5,10.005682567,0.25466984,0.468169237,0.079288026,0
5.81871E-5,10.254450338,0.257592587,0.463918545,0.080906149,0
5.90566E-5,10.500683603,0.260889769,0.459766706,0.082524272,0
5.97979E-5,10.750294124,0.263689061,0.455614868,0.084142395,0
6.07962E-5,11.003962425,0.267442015,0.451463029,0.087378641,0
6.1993E-5,11.25565301,0.271916157,0.447410043,0.087378641,0
6.31289E-5,11.505384865,0.276137542,0.443455911,0.088996764,0
6.4296E-5,11.753930449,0.280449108,0.439600633,0.088996764,0
6.54655E-5,12.000533838,0.284744002,0.435844207,0.090614887,0
6.64404E-5,12.251419902,0.288304538,0.432087782,0.095469256,0
6.72773E-5,12.505438005,0.291346953,0.428331356,0.097087379,0
6.80869E-5,12.756097735,0.294277973,0.424673784,0.100323625,0
6.88935E-5,13.002585733,0.297185766,0.421115065,0.100323625,0
6.98513E-5,13.252336461,0.300623312,0.417556346,0.103559871,0
7.08261E-5,13.505659743,0.304104264,0.413997628,0.106796117,0
7.1507E-5,13.754693664,0.30652573,0.410537762,0.108414239,0
7.2211E-5,14.006140988,0.309020274,0.407077896,0.111650485,0
7.30515E-5,14.253185827,0.311986891,0.403716884,0.111650485,0
7.3894E-5,14.503119349,0.314947618,0.400355872,0.114886731,0
7.43703E-5,14.755162686,0.31661586,0.39699486,0.118122977,0
7.56254E-5,15.002763185,0.320992513,0.393732701,0.118122977,0
7.64275E-5,15.253682121,0.32377479,0.390470542,0.118122977,0
7.74256E-5,15.507641355,0.327220754,0.387208383,0.118122977,0
7.83358E-5,15.756976576,0.330348293,0.384045077,0.1197411,0
7.90848E-5,16.001008578,0.332910817,0.380980625,0.124595469,0
7.98837E-5,16.255331049,0.335633225,0.377817319,0.127831715,0
8.09614E-5,16.504838014,0.339288251,0.374752867,0.131067961,0
8.18373E-5,16.756834545,0.342244051,0.371688414,0.131067961,0
8.26583E-5,17.003685089,0.345002749,0.368722815,0.131067961,0
8.35057E-5,17.253087906,0.34783786,0.365757216,0.132686084,0
8.4419E-5,17.505246212,0.350879671,0.362791617,0.13592233,0
8.48645E-5,17.750698878,0.352358097,0.359924871,0.139158576,0
8.59094E-5,18.007129986,0.355812976,0.356959272,0.139158576,0
8.70019E-5,18.257709584,0.35940551,0.354092527,0.142394822,0
8.79576E-5,18.502520035,0.362531885,0.351324634,0.148867314,0
8.87971E-5,18.758524513,0.365265314,0.348457888,0.150485437,0
9.00135E-5,19.008922339,0.369205353,0.345689996,0.150485437,0
9.08288E-5,19.25313952,0.371832511,0.343020957,0.15210356,0
9.16744E-5,19.508577429,0.374545778,0.340253064,0.156957929,0
9.24529E-5,19.757281252,0.377033325,0.337584025,0.158576052,0
9.36733E-5,20.008737142,0.380912895,0.334914986,0.158576052,0
9.46533E-5,20.253734917,0.384010852,0.3323448,0.158576052,0
9.64016E-5,20.502589391,0.389499089,0.329774614,0.160194175,0
9.74916E-5,20.754637709,0.392896055,0.327204429,0.163430421,0
9.8558E-5,21.009715288,0.396201119,0.324634243,0.165048544,0
9.92544E-5,21.257023799,0.398349712,0.32216291,0.165048544,0
1.00103E-4,21.506352647,0.400957003,0.319691578,0.16828479,0
1.01051E-4,21.757930527,0.403857098,0.317220245,0.169902913,0
1.02199E-4,22.00149266,0.407351033,0.314847766,0.169902913,0
1.03174E-4,22.258089564,0.410302357,0.312376433,0.169902913,0
1.04098E-4,22.506846826,0.413082184,0.310003954,0.171521036,0
1.05057E-4,22.758058927,0.415958496,0.307631475,0.173139159,0
1.05862E-4,23.000810776,0.418359445,0.305357849,0.174757282,0
1.07188E-4,23.256627868,0.422293463,0.30298537,0.176375405,0
1.08129E-4,23.504278457,0.425071092,0.300711744,0.176375405,0
1.08938E-4,23.75399451,0.427445762,0.298438118,0.182847896,0
1.09783E-4,24.005663103,0.429916859,0.296164492,0.182847896,0
1.10739E-4,24.259288026,0.432699335,0.293890866,0.182847896,0
1.11624E-4,24.503959225,0.435265917,0.291716093,0.182847896,0
1.12626E-4,24.750714063,0.43815375,0.289541321,0.182847896,0
1.13454E-4,25.01067783,0.44052897,0.287267695,0.186084142,0
1.14394E-4,25.261336875,0.443216094,0.285092922,0.189320388,0
1.15403E-4,25.502474394,0.446083023,0.283017003,0.190938511,0
1.16454E-4,25.757544357,0.449056948,0.28084223,0.194174757,0
1.17227E-4,26.003100546,0.451230904,0.278766311,0.194174757,0
1.17948E-4,26.261681077,0.453254145,0.276591538,0.199029126,0
1.19084E-4,26.510743617,0.456424991,0.274515619,0.202265372,0
1.20488E-4,26.750001152,0.460315949,0.272538553,0.202265372,0
1.20986E-4,27.003499231,0.461691091,0.270462633,0.202265372,0
1.22128E-4,27.258933433,0.464827231,0.268386714,0.203883495,0
1.22692E-4,27.503884434,0.466372203,0.266409648,0.203883495,0
1.23572E-4,27.750287022,0.468769945,0.264432582,0.208737864,0
1.24461E-4,28.010812442,0.47118243,0.262356663,0.210355987,0
1.25146E-4,28.260338513,0.473031985,0.260379597,0.21197411,0
1.25927E-4,28.511398529,0.475135728,0.258402531,0.216828479,0
1.26889E-4,28.751622037,0.47771286,0.256524318,0.218446602,0
1.27473E-4,29.006116884,0.479272186,0.254547252,0.223300971,0
1.287E-4,29.262381764,0.482531745,0.252570186,0.224919094,0
1.29223E-4,29.507486002,0.483916585,0.250691973,0.226537217,0
1.30211E-4,29.753990118,0.486519648,0.24881376,0.22815534,0
1.31067E-4,30.002296971,0.488764033,0.246935548,0.22815534,0
1.32015E-4,30.252230156,0.491240514,0.245057335,0.22815534,0
1.32649E-4,30.503672392,0.492887845,0.243179122,0.229773463,0
1.3387E-4,30.756915802,0.496046874,0.241300909,0.233009709,0
1.35252E-4,31.012775819,0.499599966,0.239422697,0.236245955,0
1.36589E-4,31.257464005,0.503014922,0.237643337,0.236245955,0
1.37711E-4,31.504596892,0.505861068,0.235863978,0.241100324,0
1.38756E-4,31.753447199,0.508497009,0.234084618,0.242718447,0
1.39546E-4,32.003982258,0.510479493,0.232305259,0.245954693,0
1.40543E-4,32.25594211,0.512972471,0.2305259,0.249190939,0
1.41463E-4,32.509765398,0.515261187,0.22874654,0.249190939,0
1.42242E-4,32.750966653,0.517187914,0.227066034,0.252427184,0
1.43511E-4,33.008336045,0.52031478,0.225286675,0.252427184,0
1.4453E-4,33.253144215,0.522809763,0.223606168,0.25566343,0
1.45896E-4,33.500421073,0.526135545,0.221925662,0.258899676,0
1.46771E-4,33.763952469,0.528252837,0.220146303,0.263754045,0
1.47311E-4,34.014049187,0.529556156,0.218465797,0.266990291,0
1.48359E-4,34.2507304,0.532072866,0.216884144,0.273462783,0
1.49302E-4,34.503907161,0.534326941,0.215203638,0.273462783,0
1.50369E-4,34.7587437,0.536862595,0.213523132,0.275080906,0
1.51997E-4,35.000691673,0.5407063,0.211941479,0.279935275,0
1.52887E-4,35.25977381,0.54279472,0.210260973,0.279935275,0
1.54698E-4,35.505902942,0.547013281,0.20867932,0.283171521,0
1.56234E-4,35.754804562,0.550561068,0.207097667,0.283171521,0
1.57152E-4,36.005568067,0.552667178,0.205516014,0.28802589,0
1.57802E-4,36.257591525,0.554154423,0.203934361,0.291262136,0
1.58735E-4,36.510928746,0.55627705,0.202352709,0.291262136,0
1.59769E-4,36.765570567,0.558621226,0.200771056,0.291262136,0
1.61078E-4,37.006591028,0.561567216,0.199288256,0.294498382,0
